,col,high,low
17Networks_RH_SalVentAttnB_PFCl_1,17Networks_RH_SalVentAttnB_PFCl_1,1.9293596563267499,0.4129321699286963
17Networks_RH_SalVentAttnB_Ins_1,17Networks_RH_SalVentAttnB_Ins_1,1.8874328187617968,0.6859391100165384
17Networks_RH_SalVentAttnB_Ins_2,17Networks_RH_SalVentAttnB_Ins_2,2.019658208467092,0.6271600966259148
17Networks_RH_SalVentAttnB_PFCmp_1,17Networks_RH_SalVentAttnB_PFCmp_1,1.8776653896469755,0.6161636260427459
17Networks_RH_LimbicB_OFC_1,17Networks_RH_LimbicB_OFC_1,1.671835480410866,0.4955285807913121
17Networks_RH_LimbicB_OFC_2,17Networks_RH_LimbicB_OFC_2,1.6023026595708898,0.5573165059538758
17Networks_RH_LimbicB_OFC_3,17Networks_RH_LimbicB_OFC_3,1.732057992276431,0.7131784300550914
17Networks_RH_LimbicB_OFC_4,17Networks_RH_LimbicB_OFC_4,1.5830992731333633,0.17570824459372258
17Networks_RH_LimbicA_TempPole_1,17Networks_RH_LimbicA_TempPole_1,1.2476502737245665,0.383173876064842
17Networks_RH_LimbicA_TempPole_2,17Networks_RH_LimbicA_TempPole_2,1.499751674645666,0.40440254874828296
17Networks_RH_LimbicA_TempPole_3,17Networks_RH_LimbicA_TempPole_3,1.3306808466102575,0.47439872609618017
17Networks_RH_LimbicA_TempPole_4,17Networks_RH_LimbicA_TempPole_4,1.5761926562312865,0.6578219500672209
17Networks_RH_ContA_IPS_1,17Networks_RH_ContA_IPS_1,1.8528246020902466,0.3849843314869761
17Networks_RH_ContA_IPS_2,17Networks_RH_ContA_IPS_2,1.7495635554827307,0.3845730599335153
17Networks_RH_ContA_PFCd_1,17Networks_RH_ContA_PFCd_1,1.962523202634101,0.571900284504588
17Networks_RH_ContA_PFCl_1,17Networks_RH_ContA_PFCl_1,1.8705614391379686,0.6160353615673331
17Networks_RH_ContA_PFCl_2,17Networks_RH_ContA_PFCl_2,2.0306433494429657,0.5245286699503817
17Networks_RH_ContA_Cingm_1,17Networks_RH_ContA_Cingm_1,1.57224064266353,0.24754434266429737
17Networks_RH_ContB_Temp_1,17Networks_RH_ContB_Temp_1,1.596720796807392,0.40260357366008703
17Networks_RH_ContB_Temp_2,17Networks_RH_ContB_Temp_2,1.6554328004968597,0.33704389513061717
17Networks_RH_ContB_IPL_1,17Networks_RH_ContB_IPL_1,1.5043180722978333,0.12707899115167942
17Networks_RH_ContB_IPL_2,17Networks_RH_ContB_IPL_2,1.7311542094632433,0.24738296138978666
