,col,high,low
17Networks_RH_VisCent_ExStr_1,17Networks_RH_VisCent_ExStr_1,1.9691964057499993,0.7969113075000007
17Networks_RH_VisCent_ExStr_2,17Networks_RH_VisCent_ExStr_2,1.7886378457499996,0.2517424245000004
17Networks_RH_VisCent_Striate_1,17Networks_RH_VisCent_Striate_1,2.3446853255000004,0.18574337074999958
17Networks_RH_VisCent_ExStr_3,17Networks_RH_VisCent_ExStr_3,1.8980227705000003,-0.14181479150000031
17Networks_RH_VisCent_ExStr_4,17Networks_RH_VisCent_ExStr_4,1.8856756980000005,0.36428961149999983
17Networks_RH_VisCent_ExStr_5,17Networks_RH_VisCent_ExStr_5,1.9105713287500001,0.38696747774999984
17Networks_RH_VisPeri_ExStrInf_1,17Networks_RH_VisPeri_ExStrInf_1,2.224824498,0.6187044247500004
17Networks_RH_VisPeri_ExStrInf_2,17Networks_RH_VisPeri_ExStrInf_2,1.7500034232500004,0.6120382592499998
17Networks_RH_VisPeri_StriCal_1,17Networks_RH_VisPeri_StriCal_1,2.6124690509999997,0.6519431305000005
17Networks_RH_VisPeri_ExStrSup_1,17Networks_RH_VisPeri_ExStrSup_1,2.1671321167500004,0.4256369259999997
17Networks_RH_VisPeri_ExStrSup_2,17Networks_RH_VisPeri_ExStrSup_2,2.234869290500001,0.7655286082499988
17Networks_RH_VisPeri_ExStrSup_3,17Networks_RH_VisPeri_ExStrSup_3,1.6825424645000002,0.03579445599999975
17Networks_RH_SomMotA_1,17Networks_RH_SomMotA_1,1.6637603135000005,0.27917716774999946
17Networks_RH_SomMotA_2,17Networks_RH_SomMotA_2,2.0090279250000003,0.4932475399999998
17Networks_RH_SomMotA_3,17Networks_RH_SomMotA_3,1.9908833097499994,0.6879477475000004
17Networks_RH_SomMotA_4,17Networks_RH_SomMotA_4,1.9777253937500001,0.4949644182499999
17Networks_RH_SomMotA_5,17Networks_RH_SomMotA_5,1.88909165825,0.1625678435000002
17Networks_RH_SomMotA_6,17Networks_RH_SomMotA_6,1.9528173819999997,0.30525529450000044
17Networks_RH_SomMotA_7,17Networks_RH_SomMotA_7,2.0025674825,0.24573179699999992
17Networks_RH_SomMotA_8,17Networks_RH_SomMotA_8,2.0896668585000002,0.2586228132499997
17Networks_RH_SomMotA_9,17Networks_RH_SomMotA_9,2.0182928554999995,0.2712346002500001
17Networks_RH_SomMotA_10,17Networks_RH_SomMotA_10,2.0659774505,0.36632183900000004
17Networks_RH_SomMotA_11,17Networks_RH_SomMotA_11,2.1468773580000002,0.11329343674999981
17Networks_RH_SomMotB_Aud_1,17Networks_RH_SomMotB_Aud_1,2.08259792925,0.6145336375000003
17Networks_RH_SomMotB_Aud_2,17Networks_RH_SomMotB_Aud_2,1.8074564447500006,0.4547948634999992
17Networks_RH_SomMotB_S2_1,17Networks_RH_SomMotB_S2_1,1.9636517505000008,0.6427763834999991
17Networks_RH_SomMotB_S2_2,17Networks_RH_SomMotB_S2_2,2.1927450065,0.5339616022499996
17Networks_RH_SomMotB_S2_3,17Networks_RH_SomMotB_S2_3,1.8869839512500004,0.40787742374999936
17Networks_RH_SomMotB_S2_4,17Networks_RH_SomMotB_S2_4,1.8284407462499996,0.5837388560000001
17Networks_RH_SomMotB_Cent_1,17Networks_RH_SomMotB_Cent_1,1.8672358372500004,0.47182737174999945
17Networks_RH_DorsAttnA_TempOcc_1,17Networks_RH_DorsAttnA_TempOcc_1,1.7607274785,0.62361752725
17Networks_RH_DorsAttnA_ParOcc_1,17Networks_RH_DorsAttnA_ParOcc_1,1.8719319479999996,0.6427728700000004
17Networks_RH_DorsAttnA_SPL_1,17Networks_RH_DorsAttnA_SPL_1,1.8998403087499995,0.6127203925000004
17Networks_RH_DorsAttnA_SPL_2,17Networks_RH_DorsAttnA_SPL_2,1.8152182842499998,0.10673497100000029
17Networks_RH_DorsAttnA_SPL_3,17Networks_RH_DorsAttnA_SPL_3,1.9145648149999999,0.5741464052500003
17Networks_RH_DorsAttnA_SPL_4,17Networks_RH_DorsAttnA_SPL_4,1.7859052617500004,0.28472028974999986
17Networks_RH_DorsAttnB_PostC_1,17Networks_RH_DorsAttnB_PostC_1,1.7855809972500003,0.48550438549999964
17Networks_RH_DorsAttnB_PostC_2,17Networks_RH_DorsAttnB_PostC_2,1.9415770727500004,0.6153510702499998
17Networks_RH_DorsAttnB_PostC_3,17Networks_RH_DorsAttnB_PostC_3,1.94393201775,0.3572098930000003
17Networks_RH_DorsAttnB_PostC_4,17Networks_RH_DorsAttnB_PostC_4,1.62634471125,0.12522697599999988
17Networks_RH_DorsAttnB_FEF_1,17Networks_RH_DorsAttnB_FEF_1,1.9694890832499998,0.7155717245000002
17Networks_RH_SalVentAttnA_ParOper_1,17Networks_RH_SalVentAttnA_ParOper_1,1.7374415904999998,0.4643905367500003
17Networks_RH_SalVentAttnA_PrC_1,17Networks_RH_SalVentAttnA_PrC_1,1.9713754099999998,0.4289803302500004
17Networks_RH_SalVentAttnA_Ins_1,17Networks_RH_SalVentAttnA_Ins_1,1.3944382515000002,0.45800972174999977
17Networks_RH_SalVentAttnA_Ins_2,17Networks_RH_SalVentAttnA_Ins_2,1.6446877742500006,0.5352590219999995
17Networks_RH_SalVentAttnA_FrOper_1,17Networks_RH_SalVentAttnA_FrOper_1,1.88719784925,0.6304491882500001
17Networks_RH_SalVentAttnA_FrMed_1,17Networks_RH_SalVentAttnA_FrMed_1,1.8705282507499998,0.6432963252500001
17Networks_RH_SalVentAttnA_ParMed_1,17Networks_RH_SalVentAttnA_ParMed_1,1.961169839,0.5196350187500001
17Networks_RH_SalVentAttnA_ParMed_2,17Networks_RH_SalVentAttnA_ParMed_2,2.0113423815,0.60751419175
17Networks_RH_SalVentAttnA_FrMed_2,17Networks_RH_SalVentAttnA_FrMed_2,2.08704842325,0.34227099024999985
17Networks_RH_SalVentAttnB_IPL_1,17Networks_RH_SalVentAttnB_IPL_1,1.535171632,0.20647324350000007
17Networks_RH_SalVentAttnB_PFClv_1,17Networks_RH_SalVentAttnB_PFClv_1,2.0502371314999994,0.46056881875000033
17Networks_RH_SalVentAttnB_PFCl_1,17Networks_RH_SalVentAttnB_PFCl_1,2.0614916344999994,0.44340698800000067
17Networks_RH_SalVentAttnB_Ins_1,17Networks_RH_SalVentAttnB_Ins_1,1.9187918357499996,0.7343936120000003
17Networks_RH_SalVentAttnB_Ins_2,17Networks_RH_SalVentAttnB_Ins_2,2.2040576490000006,0.5668630007499993
